Date,Invoice Value
26-06-2016,7.52
27-06-2016,7.48
28-06-2016,7.89
29-06-2016,8.4
30-06-2016,8.27
01-07-2016,8.24
02-07-2016,8.39
03-07-2016,9.08
04-07-2016,9.63
05-07-2016,8.95
06-07-2016,8.54
07-07-2016,8.35
08-07-2016,8.33
09-07-2016,8.26
10-07-2016,8.1
11-07-2016,8.14
12-07-2016,8.02
13-07-2016,8.09
14-07-2016,8.13
15-07-2016,8.05
16-07-2016,8.19
17-07-2016,8.04
18-07-2016,8.44
19-07-2016,8.11
20-07-2016,8.17
21-07-2016,8.17
22-07-2016,8.29
23-07-2016,8.31
24-07-2016,8.42
25-07-2016,8.76
26-07-2016,8.73
27-07-2016,8.71
28-07-2016,8.51
29-07-2016,8.7
30-07-2016,8.58
31-07-2016,9.23
01-08-2016,8.41
02-08-2016,8.45
03-08-2016,8.77
04-08-2016,8.24
05-08-2016,8.16
06-08-2016,8.04
07-08-2016,8.12
08-08-2016,9.19
09-08-2016,9.15
10-08-2016,9.03
11-08-2016,9.74
12-08-2016,10.08
13-08-2016,9.11
14-08-2016,9.74
15-08-2016,9.61
16-08-2016,9.35
17-08-2016,8.55
18-08-2016,8.45
19-08-2016,8.43
20-08-2016,8.61
21-08-2016,9.22
22-08-2016,9.5
23-08-2016,9.52
24-08-2016,8.48
25-08-2016,8.28
26-08-2016,8.27
27-08-2016,8.28
28-08-2016,9.03
29-08-2016,10.25
30-08-2016,9.17
31-08-2016,8.28
01-09-2016,8.35
02-09-2016,8.42
03-09-2016,8.19
04-09-2016,8.88
05-09-2016,8.99
06-09-2016,9.56
07-09-2016,8.41
08-09-2016,8.31
09-09-2016,8.37
10-09-2016,8.15
11-09-2016,8.97
12-09-2016,8.88
13-09-2016,8.7
14-09-2016,8.23
15-09-2016,8.17
16-09-2016,8.13
17-09-2016,8.83
18-09-2016,9.09
19-09-2016,9.01
20-09-2016,8.72
21-09-2016,8.42
22-09-2016,8.21
23-09-2016,8.05
24-09-2016,8.83
25-09-2016,10.18
26-09-2016,8.81
27-09-2016,8.76
28-09-2016,8.89
29-09-2016,8.56
30-09-2016,8.25
01-10-2016,9.36
02-10-2016,9.13
03-10-2016,8.79
04-10-2016,8.65
05-10-2016,8.74
06-10-2016,8.87
07-10-2016,8.44
08-10-2016,9.38
09-10-2016,9.74
10-10-2016,8.84
11-10-2016,8.46
12-10-2016,8.22
13-10-2016,8.23
14-10-2016,8.05
15-10-2016,9.07
16-10-2016,9.47
17-10-2016,8.99
18-10-2016,8.44
19-10-2016,8.42
20-10-2016,8.59
21-10-2016,8.25
22-10-2016,8.75
23-10-2016,9.5
24-10-2016,8.72
25-10-2016,8.36
26-10-2016,8.76
27-10-2016,8.73
28-10-2016,8.39
29-10-2016,9.31
30-10-2016,9.31
31-10-2016,9.85
01-11-2016,8.8
02-11-2016,8.65
03-11-2016,8.94
04-11-2016,8.84
05-11-2016,9.7
06-11-2016,9.54
07-11-2016,8.91
08-11-2016,9.02
09-11-2016,9.11
10-11-2016,8.87
11-11-2016,8.38
12-11-2016,9.23
13-11-2016,9.85
14-11-2016,8.85
15-11-2016,8.53
16-11-2016,8.59
17-11-2016,8.49
18-11-2016,8.19
19-11-2016,9.5
20-11-2016,9.46
21-11-2016,8.84
22-11-2016,8.36
23-11-2016,8.61
24-11-2016,6.59
25-11-2016,7.64
26-11-2016,9.25
27-11-2016,8.88
28-11-2016,8.7
29-11-2016,8.45
30-11-2016,8.14
01-12-2016,9.08
02-12-2016,10.24
03-12-2016,9.86
04-12-2016,9.19
05-12-2016,8.76
06-12-2016,8.5
07-12-2016,8.66
08-12-2016,10.04
09-12-2016,9.46
10-12-2016,8.97
11-12-2016,8.96
12-12-2016,8.92
13-12-2016,8.73
14-12-2016,8.74
15-12-2016,10.26
16-12-2016,10.57
17-12-2016,9.56
18-12-2016,9.6
19-12-2016,10.09
20-12-2016,9.73
21-12-2016,9.41
22-12-2016,9.84
23-12-2016,11.57
24-12-2016,10.28
25-12-2016,10.17
26-12-2016,9.68
27-12-2016,9.9
28-12-2016,9.38
29-12-2016,9.58
30-12-2016,10.34
31-12-2016,10.33
01-01-2017,10.22
02-01-2017,9.73
03-01-2017,10.19
04-01-2017,9.89
05-01-2017,11.08
06-01-2017,12.67
07-01-2017,10.92
08-01-2017,10.18
09-01-2017,9.86
10-01-2017,9.93
11-01-2017,9.4
12-01-2017,9.33
13-01-2017,9.15
14-01-2017,8.91
15-01-2017,9.18
16-01-2017,9.06
17-01-2017,8.71
18-01-2017,8.4
19-01-2017,8.29
20-01-2017,9.12
21-01-2017,8.95
22-01-2017,8.35
23-01-2017,8.65
24-01-2017,8.64
25-01-2017,8.72
26-01-2017,8.36
27-01-2017,8.37
28-01-2017,8.52
29-01-2017,8.32
30-01-2017,8.4
31-01-2017,8.32
01-02-2017,8.25
02-02-2017,8.63
03-02-2017,8.31
04-02-2017,8.43
05-02-2017,11.64
06-02-2017,11.36
07-02-2017,10.69
08-02-2017,10.33
09-02-2017,9.99
10-02-2017,10.28
11-02-2017,10.19
12-02-2017,10.1
13-02-2017,10.15
14-02-2017,10.14
15-02-2017,10.21
16-02-2017,10.03
17-02-2017,11.08
18-02-2017,11.17
19-02-2017,10.78
20-02-2017,9.95
21-02-2017,9.38
22-02-2017,9
23-02-2017,8.83
24-02-2017,8.9
25-02-2017,8.76
26-02-2017,8.54
27-02-2017,8.4
28-02-2017,8.31
01-03-2017,8.34
02-03-2017,8.13
03-03-2017,8.36
04-03-2017,8.36
05-03-2017,8.18
06-03-2017,8.11
07-03-2017,8.06
08-03-2017,7.82
09-03-2017,7.85
10-03-2017,8.1
11-03-2017,8.09
12-03-2017,7.99
13-03-2017,8.1
14-03-2017,8.65
15-03-2017,8.04
16-03-2017,8.05
17-03-2017,8.22
18-03-2017,8.17
19-03-2017,8.34
20-03-2017,8.26
21-03-2017,8.06
22-03-2017,7.71
23-03-2017,7.92
24-03-2017,8.26
25-03-2017,8.29
26-03-2017,8.37
27-03-2017,8.63
28-03-2017,9.27
29-03-2017,8.68
30-03-2017,8.48
31-03-2017,8.17
01-04-2017,8.21
02-04-2017,8.19
03-04-2017,8.03
04-04-2017,8.05
05-04-2017,9.16
06-04-2017,8.83
07-04-2017,8.35
08-04-2017,8.18
09-04-2017,7.96
10-04-2017,7.87
11-04-2017,7.71
12-04-2017,7.82
13-04-2017,7.83
14-04-2017,7.89
15-04-2017,8.04
16-04-2017,7.95
17-04-2017,7.77
18-04-2017,7.48
19-04-2017,7.54
20-04-2017,8
21-04-2017,8.31
22-04-2017,8.03
23-04-2017,7.79
24-04-2017,7.76
25-04-2017,7.48
26-04-2017,7.64
27-04-2017,7.66
28-04-2017,7.82
29-04-2017,7.81
30-04-2017,7.99
01-05-2017,7.81
02-05-2017,7.66
03-05-2017,7.69
04-05-2017,7.84
05-05-2017,7.93
06-05-2017,7.65
07-05-2017,7.72
08-05-2017,7.88
09-05-2017,7.94
10-05-2017,7.76
11-05-2017,7.63
12-05-2017,7.85
13-05-2017,7.9
14-05-2017,7.72
15-05-2017,7.71
16-05-2017,7.54
17-05-2017,7.91
18-05-2017,7.8
19-05-2017,8.4
20-05-2017,8.18
21-05-2017,7.86
22-05-2017,7.92
23-05-2017,7.57
24-05-2017,7.52
25-05-2017,7.65
26-05-2017,7.77
27-05-2017,7.61
28-05-2017,7.59
29-05-2017,7.54
30-05-2017,7.35
31-05-2017,7.46
01-06-2017,7.51
02-06-2017,7.64
03-06-2017,7.68
04-06-2017,7.56
05-06-2017,7.69
06-06-2017,7.61
07-06-2017,7.58
08-06-2017,7.74
09-06-2017,7.78
10-06-2017,8.01
11-06-2017,8.65
12-06-2017,8.4
13-06-2017,8.39
14-06-2017,8.03
15-06-2017,7.96
16-06-2017,8
17-06-2017,7.99
18-06-2017,7.94
19-06-2017,7.99
20-06-2017,7.78
21-06-2017,7.81
22-06-2017,8.05
23-06-2017,7.98
24-06-2017,8.12
25-06-2017,8.56
26-06-2017,8.93
27-06-2017,8.29
28-06-2017,8.28
29-06-2017,8.16
30-06-2017,7.91
01-07-2017,7.86
02-07-2017,8.07
03-07-2017,8.08
04-07-2017,8.12
05-07-2017,8.11
06-07-2017,8.14
07-07-2017,8.06
08-07-2017,7.94
09-07-2017,8.24
10-07-2017,9.01
11-07-2017,8.66
12-07-2017,8.8
13-07-2017,8.37
14-07-2017,8.56
15-07-2017,8.38
16-07-2017,8.13
17-07-2017,8.39
18-07-2017,8.34
19-07-2017,8.93
20-07-2017,9.01
21-07-2017,8.38
22-07-2017,8.2
23-07-2017,8.39
24-07-2017,8.31
25-07-2017,8.74
26-07-2017,9.44
27-07-2017,9.15
28-07-2017,8.59
29-07-2017,8.46
30-07-2017,8.37
31-07-2017,8.57
01-08-2017,8.47
02-08-2017,8.97
03-08-2017,8.56
04-08-2017,8.47
05-08-2017,8.74
06-08-2017,10.01
07-08-2017,8.69
08-08-2017,8.78
09-08-2017,9.84
10-08-2017,11.61
11-08-2017,9.63
12-08-2017,8.78
13-08-2017,8.68
14-08-2017,9
15-08-2017,8.75
16-08-2017,9.81
17-08-2017,9.61
18-08-2017,10.59
19-08-2017,8.76
20-08-2017,8.56
21-08-2017,9.41
22-08-2017,8.46
23-08-2017,9.55
24-08-2017,9.61
25-08-2017,8.68
26-08-2017,8.17
27-08-2017,8.24
28-08-2017,8.51
29-08-2017,8.32
30-08-2017,9.26
31-08-2017,9.85
01-09-2017,8.83
02-09-2017,8.5
03-09-2017,8.63
04-09-2017,9.04
05-09-2017,8.55
06-09-2017,9.82
07-09-2017,9.9
08-09-2017,8.92
09-09-2017,8.33
10-09-2017,8.24
11-09-2017,8.4
12-09-2017,8.24
13-09-2017,9.04
14-09-2017,9.1
15-09-2017,10.83
16-09-2017,8.78
17-09-2017,8.48
18-09-2017,8.49
19-09-2017,8.25
20-09-2017,9.54
21-09-2017,9.1
22-09-2017,8.67
23-09-2017,8.35
24-09-2017,8.34
25-09-2017,8.49
26-09-2017,8.53
27-09-2017,9.22
28-09-2017,10.44
29-09-2017,8.88
30-09-2017,8.68
01-10-2017,8.5
02-10-2017,8.57
03-10-2017,8.46
04-10-2017,9.72
05-10-2017,9.69
06-10-2017,8.83
07-10-2017,8.39
08-10-2017,8.5
09-10-2017,8.85
10-10-2017,8.28
11-10-2017,9.26
12-10-2017,9.11
13-10-2017,8.71
14-10-2017,8.33
15-10-2017,8.37
16-10-2017,8.28
17-10-2017,8.13
18-10-2017,9.18
19-10-2017,9.69
20-10-2017,8.66
21-10-2017,8.29
22-10-2017,8.65
23-10-2017,8.93
24-10-2017,8.4
25-10-2017,9.47
26-10-2017,9.89
27-10-2017,8.85
28-10-2017,8.61
29-10-2017,8.48
30-10-2017,8.75
31-10-2017,8.65
01-11-2017,9.35
02-11-2017,9.68
03-11-2017,9.64
04-11-2017,8.73
05-11-2017,8.78
06-11-2017,9.96
07-11-2017,8.74
08-11-2017,9.25
09-11-2017,9.27
10-11-2017,9.43
11-11-2017,8.79
12-11-2017,8.7
13-11-2017,8.44
14-11-2017,8.29
15-11-2017,9.31
16-11-2017,9.35
17-11-2017,8.79
18-11-2017,8.52
19-11-2017,8.41
20-11-2017,8.3
21-11-2017,8.21
22-11-2017,9.26
23-11-2017,9.65
24-11-2017,8.64
25-11-2017,8.61
26-11-2017,8.97
27-11-2017,8.68
28-11-2017,8.53
29-11-2017,9.49
30-11-2017,10.14
01-12-2017,9.11
02-12-2017,9.09
03-12-2017,9.06
04-12-2017,9.34
05-12-2017,9.24
06-12-2017,10.13
07-12-2017,9.49
08-12-2017,9.11
09-12-2017,9.06
10-12-2017,8.97
11-12-2017,9.15
12-12-2017,10.54
13-12-2017,11.51
14-12-2017,10.19
15-12-2017,9.28
16-12-2017,8.85
17-12-2017,8.73
18-12-2017,8.66
19-12-2017,8.45
20-12-2017,8.96
21-12-2017,10.02
22-12-2017,9.01
23-12-2017,8.86
24-12-2017,8.59
25-12-2017,8.54
26-12-2017,8.46
27-12-2017,8.53
28-12-2017,10.1
29-12-2017,8.65
30-12-2017,8.51
31-12-2017,8.49
01-01-2018,8.58
02-01-2018,8.55
03-01-2018,9.61
04-01-2018,10.03
05-01-2018,8.87
06-01-2018,8.53
07-01-2018,8.38
08-01-2018,8.2
09-01-2018,8.09
10-01-2018,8.04
11-01-2018,8.09
12-01-2018,8.04
13-01-2018,7.98
14-01-2018,7.84
15-01-2018,7.89
16-01-2018,7.82
17-01-2018,7.82
18-01-2018,7.97
19-01-2018,8.01
20-01-2018,7.91
21-01-2018,7.85
22-01-2018,7.87
23-01-2018,7.75
24-01-2018,7.68
25-01-2018,7.84
26-01-2018,8.19
27-01-2018,7.98
28-01-2018,7.92
29-01-2018,7.87
30-01-2018,7.74
31-01-2018,7.78
01-02-2018,7.84
02-02-2018,7.84
03-02-2018,7.85
04-02-2018,7.92
05-02-2018,7.76
06-02-2018,7.59
07-02-2018,7.51
08-02-2018,7.76
09-02-2018,7.8
10-02-2018,8.08
11-02-2018,8.38
12-02-2018,8.06
13-02-2018,7.85
14-02-2018,7.9
15-02-2018,7.84
16-02-2018,7.89
17-02-2018,8.23
18-02-2018,8.54
19-02-2018,8.02
20-02-2018,7.83
21-02-2018,8.43
22-02-2018,8.1
23-02-2018,7.87
24-02-2018,7.78
25-02-2018,7.77
26-02-2018,7.77
27-02-2018,7.77
28-02-2018,7.48
01-03-2018,7.74
02-03-2018,7.6
03-03-2018,7.68
04-03-2018,7.54
05-03-2018,7.45
06-03-2018,7.44
07-03-2018,7.55
08-03-2018,7.64
09-03-2018,7.68
10-03-2018,7.57
11-03-2018,8.08
12-03-2018,7.7
13-03-2018,7.37
14-03-2018,7.37
15-03-2018,7.49
16-03-2018,7.57
17-03-2018,7.57
18-03-2018,7.64
19-03-2018,7.85
20-03-2018,7.31
21-03-2018,7.54
22-03-2018,7.68
23-03-2018,7.73
24-03-2018,8.01
25-03-2018,7.98
26-03-2018,8.17
27-03-2018,7.98
28-03-2018,7.79
29-03-2018,8.3
30-03-2018,8.06
31-03-2018,7.78
01-04-2018,8.23
02-04-2018,7.9
03-04-2018,7.46
04-04-2018,7.55
05-04-2018,7.82
06-04-2018,7.72
07-04-2018,7.72
08-04-2018,7.73
09-04-2018,7.58
10-04-2018,7.27
11-04-2018,7.3
12-04-2018,7.47
13-04-2018,7.59
14-04-2018,7.61
15-04-2018,7.65
16-04-2018,7.6
17-04-2018,7.25
18-04-2018,7.18
19-04-2018,7.38
20-04-2018,7.58
21-04-2018,7.51
22-04-2018,7.59
23-04-2018,7.41
24-04-2018,7.03
25-04-2018,7.15
26-04-2018,7.25
27-04-2018,7.45
28-04-2018,7.55
29-04-2018,7.61
30-04-2018,7.43
01-05-2018,7.35
02-05-2018,7.29
03-05-2018,7.43
04-05-2018,7.54
05-05-2018,7.35
06-05-2018,7.28
07-05-2018,7.3
08-05-2018,7.29
09-05-2018,7.23
10-05-2018,7.58
11-05-2018,7.97
12-05-2018,7.62
13-05-2018,7.47
14-05-2018,7.33
15-05-2018,7.32
16-05-2018,7.4
17-05-2018,7.42
18-05-2018,7.47
19-05-2018,7.37
20-05-2018,7.28
21-05-2018,7.33
22-05-2018,7.29
23-05-2018,7.19
24-05-2018,7.29
25-05-2018,7.33
26-05-2018,7.4
27-05-2018,7.57
28-05-2018,7.62
29-05-2018,7.27
30-05-2018,7.27
31-05-2018,7.31
01-06-2018,7.28
02-06-2018,7.32
03-06-2018,7.51
04-06-2018,7.5
05-06-2018,7.11
06-06-2018,7.14
07-06-2018,7.32
08-06-2018,7.43
09-06-2018,7.53
10-06-2018,7.42
11-06-2018,7.47
12-06-2018,7.34
13-06-2018,7.35
14-06-2018,7.58
15-06-2018,7.63
16-06-2018,7.76
17-06-2018,7.94
18-06-2018,7.59
19-06-2018,7.42
20-06-2018,7.41
21-06-2018,7.6
22-06-2018,6.64
23-06-2018,7.65
24-06-2018,7.83
25-06-2018,7.63
26-06-2018,8.53
27-06-2018,8.53
28-06-2018,7.85
29-06-2018,7.8
30-06-2018,7.58
01-07-2018,7.44
02-07-2018,7.64
03-07-2018,7.53
04-07-2018,7.72
05-07-2018,7.91
06-07-2018,8.66
07-07-2018,8.3
08-07-2018,8.13
09-07-2018,7.93
10-07-2018,7.83
11-07-2018,7.84
12-07-2018,7.78
13-07-2018,7.77
14-07-2018,7.79
15-07-2018,7.69
16-07-2018,7.72
17-07-2018,8.15
18-07-2018,8.25
19-07-2018,7.94
20-07-2018,7.81
21-07-2018,7.82
22-07-2018,7.81
23-07-2018,7.55
24-07-2018,8.47
25-07-2018,7.79
26-07-2018,7.67
27-07-2018,7.81
28-07-2018,7.97
29-07-2018,7.99
30-07-2018,7.81
31-07-2018,8.7
01-08-2018,7.97
02-08-2018,8.1
03-08-2018,8.04
04-08-2018,8.58
05-08-2018,10.87
06-08-2018,9.19
07-08-2018,9.15
08-08-2018,9.82
09-08-2018,8.77
10-08-2018,8.51
11-08-2018,8.73
12-08-2018,8.92
13-08-2018,8.53
14-08-2018,10.42
15-08-2018,10.34
16-08-2018,9.15
17-08-2018,8.51
18-08-2018,8.39
19-08-2018,8.36
20-08-2018,8.13
21-08-2018,8.73
22-08-2018,8.74
23-08-2018,10.82
24-08-2018,10.66
25-08-2018,9.85
26-08-2018,8.89
27-08-2018,8.93
28-08-2018,9.67
29-08-2018,10.16
30-08-2018,9.34
31-08-2018,9.18
01-09-2018,8.88
02-09-2018,8.58
03-09-2018,8.73
04-09-2018,9.95
05-09-2018,10.24
06-09-2018,9.2
07-09-2018,8.75
08-09-2018,8.78
09-09-2018,9.21
10-09-2018,8.53
11-09-2018,9.06
12-09-2018,9.42
13-09-2018,9.03
14-09-2018,9.1
15-09-2018,9.45
16-09-2018,9.11
17-09-2018,8.8
18-09-2018,9.21
19-09-2018,11.05
20-09-2018,9.33
21-09-2018,8.68
22-09-2018,8.58
23-09-2018,8.44
24-09-2018,8.19
25-09-2018,9.06
26-09-2018,9.27
27-09-2018,8.5
28-09-2018,8.19
29-09-2018,8.1
30-09-2018,8.04
01-10-2018,7.95
02-10-2018,8.4
03-10-2018,8.79
04-10-2018,8.3
05-10-2018,8.12
06-10-2018,8.23
07-10-2018,8.16
08-10-2018,7.83
09-10-2018,8.57
10-10-2018,9.61
11-10-2018,8.92
12-10-2018,8.37
13-10-2018,8.31
14-10-2018,8.63
15-10-2018,8.45
16-10-2018,8.91
17-10-2018,10.87
18-10-2018,9.16
19-10-2018,8.44
20-10-2018,8.44
21-10-2018,8.57
22-10-2018,8.37
23-10-2018,8.74
24-10-2018,10.39
25-10-2018,8.71
26-10-2018,8.2
27-10-2018,8.22
28-10-2018,8.28
29-10-2018,8.17
30-10-2018,8.82
31-10-2018,9.81
01-11-2018,9.39
02-11-2018,8.98
03-11-2018,8.58
04-11-2018,8.49
05-11-2018,8.72
06-11-2018,8.92
07-11-2018,9.65
08-11-2018,8.86
09-11-2018,8.51
10-11-2018,8.63
11-11-2018,9.2
12-11-2018,8.9
13-11-2018,9.03
14-11-2018,9.24
15-11-2018,8.9
16-11-2018,8.64
17-11-2018,8.13
18-11-2018,8.29
19-11-2018,8.1
20-11-2018,9.52
21-11-2018,9.9
22-11-2018,8.94
23-11-2018,8.58
24-11-2018,8.72
25-11-2018,8.49
26-11-2018,8.51
27-11-2018,9.3
28-11-2018,10.15
29-11-2018,9.18
30-11-2018,8.84
01-12-2018,8.83
02-12-2018,8.92
03-12-2018,8.89
04-12-2018,8.6
05-12-2018,8.99
06-12-2018,8.81
07-12-2018,8.85
08-12-2018,8.93
09-12-2018,8.85
10-12-2018,10.69
11-12-2018,11.31
12-12-2018,9.84
13-12-2018,9.61
14-12-2018,9.75
15-12-2018,9.68
16-12-2018,9.43
17-12-2018,11.5
18-12-2018,11.98
19-12-2018,10.54
20-12-2018,10
21-12-2018,9.73
22-12-2018,9.87
23-12-2018,9.37
24-12-2018,9.49
25-12-2018,10.14
26-12-2018,10
27-12-2018,10.03
28-12-2018,10.38
29-12-2018,10.45
30-12-2018,10.24
31-12-2018,11.76
01-01-2019,12.85
02-01-2019,10.77
03-01-2019,9.85
04-01-2019,9.29
05-01-2019,9.1
06-01-2019,8.8
07-01-2019,8.62
08-01-2019,8.42
09-01-2019,8.31
10-01-2019,8.24
11-01-2019,8.13
12-01-2019,7.93
13-01-2019,7.76
14-01-2019,7.73
15-01-2019,7.84
16-01-2019,7.88
17-01-2019,7.91
18-01-2019,7.93
19-01-2019,7.75
20-01-2019,7.51
21-01-2019,7.56
22-01-2019,7.8
23-01-2019,7.68
24-01-2019,7.98
25-01-2019,7.85
26-01-2019,7.68
27-01-2019,7.34
28-01-2019,7.4
29-01-2019,7.87
30-01-2019,7.9
31-01-2019,7.58
01-02-2019,7.71
02-02-2019,7.89
03-02-2019,7.33
04-02-2019,7.49
05-02-2019,7.55
06-02-2019,7.67
07-02-2019,7.99
08-02-2019,8
09-02-2019,7.65
10-02-2019,7.49
11-02-2019,7.45
12-02-2019,7.6
13-02-2019,7.61
14-02-2019,7.55
15-02-2019,7.62
16-02-2019,7.6
17-02-2019,7.35
18-02-2019,7.4
19-02-2019,8.09
20-02-2019,7.92
21-02-2019,7.69
22-02-2019,8.44
23-02-2019,7.78
24-02-2019,7.31
25-02-2019,7.26
26-02-2019,7.44
27-02-2019,7.54
28-02-2019,7.59
01-03-2019,7.61
02-03-2019,7.46
03-03-2019,7.16
04-03-2019,7.49
05-03-2019,7.45
06-03-2019,7.47
07-03-2019,7.44
08-03-2019,7.52
09-03-2019,7.41
10-03-2019,7.16
11-03-2019,7.14
12-03-2019,7.36
13-03-2019,7.52
14-03-2019,7.62
15-03-2019,7.5
16-03-2019,7.39
17-03-2019,7.17
18-03-2019,8.09
19-03-2019,7.52
20-03-2019,7.85
21-03-2019,7.69
22-03-2019,7.83
23-03-2019,7.68
24-03-2019,7.25
25-03-2019,7.4
26-03-2019,7.69
27-03-2019,7.83
28-03-2019,7.61
29-03-2019,7.51
30-03-2019,7.68
31-03-2019,7.24
01-04-2019,7.66
02-04-2019,8.14
03-04-2019,8.37
04-04-2019,7.9
05-04-2019,8.02
06-04-2019,8.75
07-04-2019,8.08
08-04-2019,7.7
09-04-2019,7.87
10-04-2019,7.82
11-04-2019,7.76
12-04-2019,7.67
13-04-2019,7.63
14-04-2019,7.35
15-04-2019,7.59
16-04-2019,7.91
17-04-2019,7.85
18-04-2019,7.65
19-04-2019,7.49
20-04-2019,7.52
21-04-2019,7.04
22-04-2019,7.07
23-04-2019,7.23
24-04-2019,7.51
25-04-2019,8.31
26-04-2019,8.01
27-04-2019,7.5
28-04-2019,7.83
29-04-2019,7.15
30-04-2019,7.41
01-05-2019,7.63
02-05-2019,7.48
03-05-2019,7.59
04-05-2019,7.25
05-05-2019,7.1
06-05-2019,7.1
07-05-2019,7.19
08-05-2019,7.4
09-05-2019,7.44
10-05-2019,7.71
11-05-2019,7.35
12-05-2019,7.32
13-05-2019,7.29
14-05-2019,7.37
15-05-2019,7.27
16-05-2019,7.22
17-05-2019,7.22
18-05-2019,7.35
19-05-2019,6.98
20-05-2019,7.04
21-05-2019,7.48
22-05-2019,7.2
23-05-2019,7.22
24-05-2019,7.11
25-05-2019,7.08
26-05-2019,6.89
27-05-2019,6.87
28-05-2019,7.72
29-05-2019,7.5
30-05-2019,7.22
31-05-2019,7.27
01-06-2019,7.08
02-06-2019,6.85
03-06-2019,6.93
04-06-2019,7.16
05-06-2019,7.31
06-06-2019,7.23
07-06-2019,7.66
08-06-2019,7.54
09-06-2019,7.21
10-06-2019,7.25
11-06-2019,7.29
12-06-2019,7.52
13-06-2019,7.42
14-06-2019,8.22
15-06-2019,7.49
16-06-2019,7.22
17-06-2019,7.26
18-06-2019,7.45
19-06-2019,7.66
20-06-2019,7.67
21-06-2019,7.92
22-06-2019,7.8
23-06-2019,7.46
24-06-2019,7.36
25-06-2019,8.21
26-06-2019,8.24
27-06-2019,7.92
28-06-2019,7.75
29-06-2019,7.58
30-06-2019,7.57
01-07-2019,7.66
02-07-2019,8.27
03-07-2019,7.8
04-07-2019,7.62
05-07-2019,7.7
06-07-2019,8.06
07-07-2019,7.64
08-07-2019,7.84
09-07-2019,8.37
10-07-2019,8.61
11-07-2019,8.18
12-07-2019,8.04
13-07-2019,7.95
14-07-2019,7.78
15-07-2019,8.07
16-07-2019,8.28
17-07-2019,8.2
18-07-2019,8
19-07-2019,7.89
20-07-2019,7.84
21-07-2019,7.98
22-07-2019,8.52
23-07-2019,8.36
24-07-2019,7.93
25-07-2019,7.84
26-07-2019,8.54
27-07-2019,8.03
28-07-2019,7.97
29-07-2019,8.37
30-07-2019,8.25
31-07-2019,8.45
01-08-2019,8.49
02-08-2019,8.84
03-08-2019,8.08
04-08-2019,8.75
05-08-2019,10.7
06-08-2019,10.06
07-08-2019,8.79
08-08-2019,8.71
09-08-2019,9.06
10-08-2019,8.62
11-08-2019,9.96
12-08-2019,9.71
13-08-2019,9.2
14-08-2019,8.61
15-08-2019,8.89
16-08-2019,9.02
17-08-2019,8.2
18-08-2019,9.16
19-08-2019,9.61
20-08-2019,8.44
21-08-2019,8.16
22-08-2019,8.18
23-08-2019,8.84
24-08-2019,8.21
25-08-2019,8.34
26-08-2019,8.59
27-08-2019,8.7
28-08-2019,8.27
29-08-2019,8.27
30-08-2019,8.37
31-08-2019,8.04
01-09-2019,9.23
02-09-2019,9.96
03-09-2019,8.85
04-09-2019,8.67
05-09-2019,8.4
06-09-2019,8.58
07-09-2019,8.02
08-09-2019,9.11
09-09-2019,9.44
10-09-2019,8.5
11-09-2019,8.31
12-09-2019,8.33
13-09-2019,8.48
14-09-2019,8.2
15-09-2019,8.7
16-09-2019,11.27
17-09-2019,9.61
18-09-2019,8.88
19-09-2019,8.77
20-09-2019,9.86
21-09-2019,8.43
22-09-2019,8.8
23-09-2019,9.38
24-09-2019,8.76
25-09-2019,8.56
26-09-2019,8.47
27-09-2019,8.53
28-09-2019,8.05
29-09-2019,9.09
30-09-2019,9.45
01-10-2019,9.06
02-10-2019,8.26
03-10-2019,8.19
04-10-2019,8.2
05-10-2019,7.69
06-10-2019,8.29
07-10-2019,9.03
08-10-2019,8.38
09-10-2019,8.22
10-10-2019,8.12
11-10-2019,8.05
12-10-2019,7.57
13-10-2019,8.4
14-10-2019,8.71
15-10-2019,8.25
16-10-2019,7.99
17-10-2019,8.01
18-10-2019,8.08
19-10-2019,7.53
20-10-2019,8.2
21-10-2019,9.07
22-10-2019,8.21
23-10-2019,7.97
24-10-2019,8.13
25-10-2019,7.95
26-10-2019,7.67
27-10-2019,7.97
28-10-2019,9.14
29-10-2019,8.29
30-10-2019,8.28
31-10-2019,8.3
01-11-2019,8.39
02-11-2019,7.71
03-11-2019,8.11
04-11-2019,8.75
05-11-2019,8.39
06-11-2019,8.12
07-11-2019,8.24
08-11-2019,8.11
09-11-2019,7.71
10-11-2019,8.43
11-11-2019,8.85
12-11-2019,8.49
13-11-2019,8.17
14-11-2019,8.1
15-11-2019,7.83
16-11-2019,7.52
17-11-2019,7.91
18-11-2019,8.37
19-11-2019,9.06
20-11-2019,8.18
21-11-2019,8.02
22-11-2019,8.1
23-11-2019,7.81
24-11-2019,8.39
25-11-2019,8.75
26-11-2019,8.31
27-11-2019,7.92
28-11-2019,7.85
29-11-2019,8.3
30-11-2019,8.44
01-12-2019,8.93
02-12-2019,8.89
03-12-2019,8.66
04-12-2019,8.5
05-12-2019,8.42
06-12-2019,8.47
07-12-2019,8.31
08-12-2019,9.89
09-12-2019,10.69
10-12-2019,9.76
11-12-2019,9.11
12-12-2019,8.8
13-12-2019,8.78
14-12-2019,8.43
15-12-2019,8.88
16-12-2019,9.76
17-12-2019,8.95
18-12-2019,8.66
19-12-2019,8.58
20-12-2019,8.4
